"","PE_level","trialN","id_acc","trial_acc","session","SubNum","PE","scn_condition","exp"
"950","0.1",380,1,"Correct","1",202,0.115143891234629,"Strong","Experiment2"
"9571","0.7",387,1,"Incorrect","1",202,0.658641249946966,"Weak","Experiment2"
"961","0.7",391,1,"Incorrect","1",202,0.757743628587592,"Weak","Experiment2"
"963","0.1",393,0,"Correct","1",202,0.109527368320404,"Strong","Experiment2"
"964","0.5",394,0,"Correct","1",202,0.530290769919411,"Flat","Experiment2"
"9684","0.7",398,1,"Incorrect","1",202,0.73903187224863,"Weak","Experiment2"
"970","0.1",400,0,"Correct","1",202,0.106822694402816,"Strong","Experiment2"
"971","0.7",401,0,"Incorrect","1",202,0.720782184889307,"Weak","Experiment2"
"972","0.1",402,1,"Incorrect","1",202,0.102515115625165,"Strong","Experiment2"
"9751","0.5",405,1,"Incorrect","1",202,0.504424089294684,"Flat","Experiment2"
"977","0.7",407,0,"Incorrect","1",202,0.651207897918893,"Weak","Experiment2"
"9791","0.9",409,1,"Incorrect","1",202,0.900897147759015,"Strong","Experiment2"
"9852","0.5",415,1,"Correct","1",202,0.498666353028317,"Flat","Experiment2"
"9901","0.1",420,1,"Correct","1",202,0.0927580066248667,"Strong","Experiment2"
"991","0.1",421,0,"Correct","1",202,0.109799919802814,"Strong","Experiment2"
"9982","0.3",428,1,"Correct","1",202,0.355862867856906,"Weak","Experiment2"
"1000","0.1",430,0,"Correct","1",202,0.0993494630169355,"Strong","Experiment2"
"10021","0.9",432,1,"Incorrect","1",202,0.903103877234628,"Strong","Experiment2"
"1008","0.7",438,0,"Incorrect","1",202,0.710317703886238,"Weak","Experiment2"
"1013","0.3",443,1,"Correct","1",202,0.33850448322869,"Weak","Experiment2"
"1014","0.3",444,1,"Correct","1",202,0.307222914466627,"Weak","Experiment2"
"1015","0.9",445,1,"Incorrect","1",202,0.916070447362333,"Strong","Experiment2"
"1016","0.5",446,1,"Incorrect","1",202,0.499036304020579,"Flat","Experiment2"
"1019","0.3",449,0,"Correct","1",202,0.321992811039779,"Weak","Experiment2"
"10222","0.3",452,0,"Correct","1",202,0.306286550099409,"Weak","Experiment2"
"1024","0.3",454,0,"Correct","1",202,0.299636337555435,"Weak","Experiment2"
"10281","0.7",458,1,"Incorrect","1",202,0.707762896073341,"Weak","Experiment2"
"1037","0.5",467,1,"Incorrect","1",202,0.507282573762339,"Flat","Experiment2"
"1038","0.7",468,1,"Incorrect","1",202,0.690285366263202,"Weak","Experiment2"
"1040","0.3",470,0,"Correct","1",202,0.326760572614494,"Weak","Experiment2"
"1045","0.3",475,1,"Correct","1",202,0.298723095813368,"Weak","Experiment2"
"1047","0.3",477,0,"Correct","1",202,0.318691531866057,"Weak","Experiment2"
"1048","0.1",478,0,"Correct","1",202,0.0872337797612117,"Strong","Experiment2"
"1053","0.9",483,0,"Incorrect","1",202,0.914920375245622,"Strong","Experiment2"
"1059","0.9",489,0,"Incorrect","1",202,0.927708983504547,"Strong","Experiment2"
"10691","0.3",499,1,"Correct","1",202,0.295660392855082,"Weak","Experiment2"
"1070","0.1",500,1,"Correct","1",202,0.0883200165563326,"Strong","Experiment2"
"1071","0.9",501,0,"Incorrect","1",202,0.913860962032343,"Strong","Experiment2"
"1074","0.3",504,1,"Correct","1",202,0.284151891951366,"Weak","Experiment2"
"10791","0.7",509,0,"Incorrect","1",202,0.7116406586107,"Weak","Experiment2"
"1086","0.7",516,0,"Incorrect","1",202,0.736383142931563,"Weak","Experiment2"
"1089","0.5",519,0,"Correct","1",202,0.50476002126505,"Flat","Experiment2"
"10901","0.9",520,0,"Incorrect","1",202,0.920237978664984,"Strong","Experiment2"
"1091","0.3",521,0,"Correct","1",202,0.28180113658305,"Weak","Experiment2"
"1093","0.1",523,1,"Correct","1",202,0.102486420697811,"Strong","Experiment2"
"1095","0.5",525,0,"Incorrect","1",202,0.492295453868864,"Flat","Experiment2"
"1096","0.5",526,1,"Incorrect","1",202,0.519861312921433,"Flat","Experiment2"
"1102","0.9",532,0,"Incorrect","1",202,0.902512692360417,"Strong","Experiment2"
"1106","0.1",536,0,"Correct","1",202,0.113931626324775,"Strong","Experiment2"
"1107","0.7",537,1,"Incorrect","1",202,0.731944642927286,"Weak","Experiment2"
"1110","0.3",540,1,"Correct","1",202,0.286130032062185,"Weak","Experiment2"
"1121","0.5",551,1,"Correct","1",202,0.507023833528079,"Flat","Experiment2"
"11222","0.5",552,0,"Correct","1",202,0.548460609812484,"Flat","Experiment2"
"1130","0.5",560,0,"Correct","1",202,0.534916898054117,"Flat","Experiment2"
"11341","0.9",564,0,"Incorrect","1",202,0.928936229314785,"Strong","Experiment2"
"1136","0.9",566,0,"Incorrect","1",202,0.908318348529334,"Strong","Experiment2"
"11401","0.9",570,0,"Incorrect","1",202,0.92170078171177,"Strong","Experiment2"
"1951","0.5",241,1,"Incorrect","1",204,0.493253801711439,"Flat","Experiment2"
"1952","0.9",242,1,"Incorrect","1",204,0.911101235582505,"Strong","Experiment2"
"1956","0.5",246,1,"Correct","1",204,0.486393132117325,"Flat","Experiment2"
"1963","0.9",253,1,"Incorrect","1",204,0.894425631588882,"Strong","Experiment2"
"19641","0.7",254,1,"Incorrect","1",204,0.691906473718226,"Weak","Experiment2"
"1966","0.1",256,1,"Correct","1",204,0.125261064414111,"Strong","Experiment2"
"19671","0.9",257,1,"Incorrect","1",204,0.87749598593087,"Strong","Experiment2"
"19681","0.5",258,1,"Incorrect","1",204,0.524312591636283,"Flat","Experiment2"
"1971","0.5",261,1,"Correct","1",204,0.487227755864434,"Flat","Experiment2"
"1972","0.5",262,0,"Correct","1",204,0.476503661680233,"Flat","Experiment2"
"1974","0.9",264,0,"Incorrect","1",204,0.898084590124943,"Strong","Experiment2"
"1978","0.3",268,1,"Correct","1",204,0.316206215239591,"Weak","Experiment2"
"19801","0.1",270,1,"Correct","1",204,0.119004353445026,"Strong","Experiment2"
"1984","0.3",274,0,"Correct","1",204,0.309246379324983,"Weak","Experiment2"
"19851","0.3",275,0,"Correct","1",204,0.28606234114468,"Weak","Experiment2"
"1987","0.5",277,1,"Correct","1",204,0.495068356044931,"Flat","Experiment2"
"1998","0.1",288,1,"Correct","1",204,0.101836250359588,"Strong","Experiment2"
"1999","0.9",289,1,"Incorrect","1",204,0.875909957146279,"Strong","Experiment2"
"2012","0.9",302,1,"Incorrect","1",204,0.868842614550039,"Strong","Experiment2"
"2017","0.1",307,1,"Correct","1",204,0.0891061602412569,"Strong","Experiment2"
"20191","0.9",309,1,"Incorrect","1",204,0.91285510498495,"Strong","Experiment2"
"2022","0.1",312,0,"Correct","1",204,0.107237231719102,"Strong","Experiment2"
"2025","0.1",315,0,"Correct","1",204,0.100310930503556,"Strong","Experiment2"
"2028","0.9",318,1,"Incorrect","1",204,0.901896956574873,"Strong","Experiment2"
"2031","0.9",321,1,"Incorrect","1",204,0.865545559487974,"Strong","Experiment2"
"2033","0.1",323,1,"Correct","1",204,0.150126751565798,"Strong","Experiment2"
"2040","0.1",330,1,"Correct","1",204,0.137339345598841,"Strong","Experiment2"
"20411","0.7",331,1,"Correct","1",204,0.726391785674471,"Weak","Experiment2"
"2043","0.9",333,1,"Incorrect","1",204,0.865683552952547,"Strong","Experiment2"
"2044","0.5",334,0,"Correct","1",204,0.48510302434557,"Flat","Experiment2"
"20491","0.9",339,0,"Incorrect","1",204,0.896790734055567,"Strong","Experiment2"
"20511","0.7",341,0,"Incorrect","1",204,0.710403587484935,"Weak","Experiment2"
"2054","0.7",344,0,"Incorrect","1",204,0.729411115070911,"Weak","Experiment2"
"2055","0.3",345,1,"Correct","1",204,0.305232703529453,"Weak","Experiment2"
"20691","0.1",359,0,"Correct","1",204,0.117595303756323,"Strong","Experiment2"
"20711","0.7",361,0,"Incorrect","1",204,0.719665608742432,"Weak","Experiment2"
"2072","0.7",362,0,"Incorrect","1",204,0.708056032009439,"Weak","Experiment2"
"2073","0.3",363,1,"Incorrect","1",204,0.307528588290957,"Weak","Experiment2"
"20771","0.9",367,0,"Incorrect","1",204,0.877232305986469,"Strong","Experiment2"
"20812","0.3",371,0,"Correct","1",204,0.294139898176194,"Weak","Experiment2"
"2085","0.1",375,1,"Incorrect","1",204,0.135890480602525,"Strong","Experiment2"
"2090","0.7",380,0,"Incorrect","1",204,0.703825456623856,"Weak","Experiment2"
"2097","0.3",387,1,"Correct","1",204,0.311666046877789,"Weak","Experiment2"
"2100","0.5",390,1,"Correct","1",204,0.486239115742956,"Flat","Experiment2"
"2101","0.1",391,0,"Correct","1",204,0.0962493870238589,"Strong","Experiment2"
"2103","0.1",393,0,"Correct","1",204,0.121579441050533,"Strong","Experiment2"
"2106","0.7",396,0,"Incorrect","1",204,0.695193857962413,"Weak","Experiment2"
"21081","0.7",398,0,"Incorrect","1",204,0.679892339690244,"Weak","Experiment2"
"2118","0.3",408,0,"Correct","1",204,0.275141817923481,"Weak","Experiment2"
"2119","0.1",409,0,"Correct","1",204,0.108775540572233,"Strong","Experiment2"
"2123","0.1",413,0,"Correct","1",204,0.0787781842178407,"Strong","Experiment2"
"2127","0.3",417,0,"Correct","1",204,0.269085827200644,"Weak","Experiment2"
"2137","0.9",427,0,"Incorrect","1",204,0.895960155750769,"Strong","Experiment2"
"2139","0.1",429,1,"Correct","1",204,0.123760315794445,"Strong","Experiment2"
"2140","0.3",430,0,"Correct","1",204,0.251705953977994,"Weak","Experiment2"
"21421","0.9",432,0,"Incorrect","1",204,0.878963702422644,"Strong","Experiment2"
"2143","0.7",433,0,"Incorrect","1",204,0.753834203216859,"Weak","Experiment2"
"2144","0.5",434,1,"Correct","1",204,0.467166772860105,"Flat","Experiment2"
"2147","0.5",437,0,"Incorrect","1",204,0.543115770389084,"Flat","Experiment2"
"2148","0.9",438,0,"Correct","1",204,0.935521643300215,"Strong","Experiment2"
"2155","0.5",445,0,"Incorrect","1",204,0.531161556770354,"Flat","Experiment2"
"2160","0.7",450,0,"Incorrect","1",204,0.686569466222749,"Weak","Experiment2"
"21632","0.7",453,0,"Incorrect","1",204,0.743025403356391,"Weak","Experiment2"
"2166","0.1",456,1,"Correct","1",204,0.117486311730337,"Strong","Experiment2"
"21691","0.1",459,0,"Correct","1",204,0.112371379719542,"Strong","Experiment2"
"2170","0.3",460,0,"Correct","1",204,0.328542225447416,"Weak","Experiment2"
"21741","0.7",464,1,"Incorrect","1",204,0.726671092028804,"Weak","Experiment2"
"2175","0.1",465,0,"Incorrect","1",204,0.0761106562548006,"Strong","Experiment2"
"21761","0.5",466,0,"Incorrect","1",204,0.511376478256534,"Flat","Experiment2"
"2180","0.9",470,1,"Incorrect","1",204,0.928805223449316,"Strong","Experiment2"
"2181","0.9",471,1,"Incorrect","1",204,0.908361817721379,"Strong","Experiment2"
"2185","0.9",475,0,"Incorrect","1",204,0.890825440576885,"Strong","Experiment2"
"21891","0.3",479,1,"Correct","1",204,0.314238677050255,"Weak","Experiment2"
"2198","0.3",488,0,"Correct","1",204,0.300557853773043,"Weak","Experiment2"
"2199","0.3",489,0,"Correct","1",204,0.282955123538377,"Weak","Experiment2"
"22051","0.5",495,0,"Incorrect","1",204,0.500357827995263,"Flat","Experiment2"
"2207","0.9",497,0,"Incorrect","1",204,0.915860370835541,"Strong","Experiment2"
"2209","0.7",499,1,"Incorrect","1",204,0.706057554920053,"Weak","Experiment2"
"2212","0.5",502,0,"Incorrect","1",204,0.508036690480703,"Flat","Experiment2"
"22151","0.3",505,0,"Correct","1",204,0.309483078033001,"Weak","Experiment2"
"2217","0.3",507,1,"Correct","1",204,0.270636273812915,"Weak","Experiment2"
"22231","0.5",513,1,"Incorrect","1",204,0.496854582622174,"Flat","Experiment2"
"22271","0.3",517,1,"Correct","1",204,0.296009296455248,"Weak","Experiment2"
"22351","0.7",525,1,"Incorrect","1",204,0.746843740564846,"Weak","Experiment2"
"2243","0.5",533,1,"Correct","1",204,0.49968319666853,"Flat","Experiment2"
"22461","0.7",536,1,"Incorrect","1",204,0.716877885069413,"Weak","Experiment2"
"2249","0.5",539,0,"Correct","1",204,0.523940223130186,"Flat","Experiment2"
"22501","0.7",540,0,"Incorrect","1",204,0.736339280339033,"Weak","Experiment2"
"22512","0.7",541,1,"Incorrect","1",204,0.720132133478377,"Weak","Experiment2"
"2254","0.7",544,1,"Correct","1",204,0.704281712948063,"Weak","Experiment2"
"22551","0.3",545,0,"Incorrect","1",204,0.311219832953126,"Weak","Experiment2"
"2257","0.7",547,1,"Incorrect","1",204,0.701099091957727,"Weak","Experiment2"
"2258","0.5",548,1,"Correct","1",204,0.48868495283115,"Flat","Experiment2"
"2259","0.3",549,1,"Correct","1",204,0.314332403075377,"Weak","Experiment2"
"2263","0.3",553,1,"Correct","1",204,0.307413810579049,"Weak","Experiment2"
"2265","0.1",555,1,"Correct","1",204,0.0798522412423376,"Strong","Experiment2"
"2268","0.9",558,1,"Incorrect","1",204,0.91562662506544,"Strong","Experiment2"
"2272","0.1",562,0,"Correct","1",204,0.102226035696176,"Strong","Experiment2"
"2273","0.5",563,1,"Incorrect","1",204,0.522071214890176,"Flat","Experiment2"
"2274","0.5",564,0,"Incorrect","1",204,0.510580201063574,"Flat","Experiment2"
"2521","0.7",241,1,"Incorrect","1",205,0.693417776877708,"Weak","Experiment2"
"2526","0.7",246,1,"Incorrect","1",205,0.667113247449665,"Weak","Experiment2"
"2530","0.5",250,1,"Correct","1",205,0.466765638853045,"Flat","Experiment2"
"25351","0.3",255,0,"Incorrect","1",205,0.296037939428065,"Weak","Experiment2"
"25381","0.7",258,0,"Incorrect","1",205,0.715192142853019,"Weak","Experiment2"
"25401","0.3",260,0,"Incorrect","1",205,0.358193430046248,"Weak","Experiment2"
"2541","0.5",261,0,"Incorrect","1",205,0.550940931258979,"Flat","Experiment2"
"2542","0.3",262,1,"Correct","1",205,0.34460550378337,"Weak","Experiment2"
"25471","0.9",267,1,"Incorrect","1",205,0.915366249085361,"Strong","Experiment2"
"25481","0.9",268,0,"Incorrect","1",205,0.928931860289317,"Strong","Experiment2"
"2554","0.9",274,0,"Incorrect","1",205,0.885169983337765,"Strong","Experiment2"
"2559","0.9",279,0,"Incorrect","1",205,0.857221230953393,"Strong","Experiment2"
"25631","0.3",283,1,"Correct","1",205,0.306856968472325,"Weak","Experiment2"
"2564","0.5",284,0,"Incorrect","1",205,0.50709092702947,"Flat","Experiment2"
"2565","0.7",285,1,"Incorrect","1",205,0.704783529401446,"Weak","Experiment2"
"2570","0.9",290,0,"Incorrect","1",205,0.837750277472613,"Strong","Experiment2"
"2580","0.5",300,1,"Correct","1",205,0.469348060265911,"Flat","Experiment2"
"2584","0.9",304,1,"Correct","1",205,0.840084479144183,"Strong","Experiment2"
"2586","0.7",306,0,"Correct","1",205,0.711279240501691,"Weak","Experiment2"
"2589","0.1",309,0,"Incorrect","1",205,0.0643014511122192,"Strong","Experiment2"
"2590","0.7",310,1,"Correct","1",205,0.690260972466384,"Weak","Experiment2"
"25921","0.9",312,0,"Incorrect","1",205,0.940484517187882,"Strong","Experiment2"
"2593","0.9",313,1,"Incorrect","1",205,0.904807608571,"Strong","Experiment2"
"2596","0.1",316,0,"Correct","1",205,0.184508551244304,"Strong","Experiment2"
"2599","0.1",319,0,"Correct","1",205,0.124602775708607,"Strong","Experiment2"
"26041","0.5",324,0,"Correct","1",205,0.451543527017787,"Flat","Experiment2"
"2606","0.3",326,0,"Incorrect","1",205,0.335923804833425,"Weak","Experiment2"
"2607","0.3",327,0,"Correct","1",205,0.315702856492676,"Weak","Experiment2"
"2610","0.3",330,1,"Correct","1",205,0.30372679335146,"Weak","Experiment2"
"2613","0.5",333,0,"Incorrect","1",205,0.460619440945799,"Flat","Experiment2"
"2622","0.7",342,0,"Incorrect","1",205,0.707794962565691,"Weak","Experiment2"
"2623","0.7",343,0,"Incorrect","1",205,0.689079062961523,"Weak","Experiment2"
"26371","0.9",357,1,"Incorrect","1",205,0.908018776169674,"Strong","Experiment2"
"2642","0.1",362,1,"Incorrect","1",205,0.081428839727215,"Strong","Experiment2"
"26431","0.3",363,0,"Correct","1",205,0.324274607778105,"Weak","Experiment2"
"2644","0.3",364,0,"Correct","1",205,0.319054959721653,"Weak","Experiment2"
"26451","0.7",365,1,"Incorrect","1",205,0.69304826413129,"Weak","Experiment2"
"2652","0.9",372,0,"Incorrect","1",205,0.930241582315773,"Strong","Experiment2"
"26541","0.1",374,1,"Incorrect","1",205,0.101061857096846,"Strong","Experiment2"
"2657","0.7",377,0,"Incorrect","1",205,0.688026621361815,"Weak","Experiment2"
"2668","0.5",388,1,"Correct","1",205,0.61317191715077,"Flat","Experiment2"
"26771","0.7",397,1,"Incorrect","1",205,0.698959603090793,"Weak","Experiment2"
"2680","0.1",400,0,"Correct","1",205,0.0713556911283313,"Strong","Experiment2"
"26831","0.5",403,0,"Incorrect","1",205,0.567533423660564,"Flat","Experiment2"
"2687","0.5",407,1,"Correct","1",205,0.547320154890592,"Flat","Experiment2"
"2690","0.1",410,0,"Correct","1",205,0.0794865111948951,"Strong","Experiment2"
"26931","0.7",413,0,"Incorrect","1",205,0.691561031070422,"Weak","Experiment2"
"26941","0.3",414,1,"Correct","1",205,0.334673063438937,"Weak","Experiment2"
"2697","0.7",417,0,"Incorrect","1",205,0.678022627008519,"Weak","Experiment2"
"27001","0.3",420,1,"Correct","1",205,0.347697893491159,"Weak","Experiment2"
"2717","0.9",437,0,"Incorrect","1",205,0.955137472229739,"Strong","Experiment2"
"2718","0.1",438,1,"Correct","1",205,0.0519450256525666,"Strong","Experiment2"
"2724","0.5",444,0,"Correct","1",205,0.512413172849732,"Flat","Experiment2"
"2729","0.1",449,1,"Correct","1",205,0.0428121396205455,"Strong","Experiment2"
"2730","0.7",450,0,"Incorrect","1",205,0.696824834268022,"Weak","Experiment2"
"2734","0.5",454,0,"Correct","1",205,0.474274170394979,"Flat","Experiment2"
"27351","0.3",455,1,"Correct","1",205,0.309610613787473,"Weak","Experiment2"
"2739","0.1",459,1,"Correct","1",205,0.0411880780171685,"Strong","Experiment2"
"2740","0.5",460,1,"Incorrect","1",205,0.436773583797785,"Flat","Experiment2"
"2742","0.9",462,0,"Incorrect","1",205,0.933162745544735,"Strong","Experiment2"
"2744","0.5",464,1,"Incorrect","1",205,0.579795249554215,"Flat","Experiment2"
"2750","0.7",470,0,"Correct","1",205,0.713433758576312,"Weak","Experiment2"
"2751","0.5",471,0,"Correct","1",205,0.539743834445828,"Flat","Experiment2"
"2752","0.3",472,0,"Correct","1",205,0.317105355590405,"Weak","Experiment2"
"2754","0.5",474,0,"Correct","1",205,0.480731134685644,"Flat","Experiment2"
"2756","0.7",476,0,"Incorrect","1",205,0.694923910800019,"Weak","Experiment2"
"2761","0.3",481,1,"Incorrect","1",205,0.331437753223361,"Weak","Experiment2"
"2762","0.1",482,1,"Correct","1",205,0.0810649598509955,"Strong","Experiment2"
"2763","0.9",483,0,"Incorrect","1",205,0.961877557863867,"Strong","Experiment2"
"2764","0.3",484,0,"Correct","1",205,0.313630069210063,"Weak","Experiment2"
"2767","0.9",487,1,"Incorrect","1",205,0.930942414146625,"Strong","Experiment2"
"2768","0.1",488,0,"Incorrect","1",205,0.104372518561037,"Strong","Experiment2"
"2769","0.5",489,0,"Correct","1",205,0.482884836841534,"Flat","Experiment2"
"2773","0.7",493,1,"Correct","1",205,0.681135207009191,"Weak","Experiment2"
"2778","0.1",498,1,"Correct","1",205,0.0750312806511475,"Strong","Experiment2"
"2784","0.3",504,1,"Correct","1",205,0.268680450803187,"Weak","Experiment2"
"2789","0.1",509,1,"Correct","1",205,0.0668122565322721,"Strong","Experiment2"
"2790","0.9",510,1,"Incorrect","1",205,0.935722240024797,"Strong","Experiment2"
"2791","0.1",511,1,"Correct","1",205,0.079619293316138,"Strong","Experiment2"
"2792","0.9",512,0,"Incorrect","1",205,0.92340103312185,"Strong","Experiment2"
"27931","0.1",513,0,"Incorrect","1",205,0.111627820275894,"Strong","Experiment2"
"27961","0.9",516,0,"Incorrect","1",205,0.90401087429628,"Strong","Experiment2"
"28001","0.3",520,1,"Incorrect","1",205,0.344703387983174,"Weak","Experiment2"
"2801","0.7",521,0,"Incorrect","1",205,0.741511835954611,"Weak","Experiment2"
"2802","0.5",522,1,"Incorrect","1",205,0.513474477947739,"Flat","Experiment2"
"28071","0.3",527,0,"Correct","1",205,0.319047054272356,"Weak","Experiment2"
"2812","0.5",532,0,"Correct","1",205,0.548387854583379,"Flat","Experiment2"
"28181","0.1",538,0,"Correct","1",205,0.125340208911322,"Strong","Experiment2"
"28191","0.3",539,1,"Incorrect","1",205,0.275744415288113,"Weak","Experiment2"
"2824","0.1",544,1,"Correct","1",205,0.0758260408520066,"Strong","Experiment2"
"2825","0.3",545,0,"Correct","1",205,0.295300325985877,"Weak","Experiment2"
"2830","0.5",550,0,"Correct","1",205,0.527584977962848,"Flat","Experiment2"
"2836","0.5",556,0,"Correct","1",205,0.507571250248647,"Flat","Experiment2"
"2837","0.9",557,0,"Incorrect","1",205,0.900615655907898,"Strong","Experiment2"
"2838","0.9",558,1,"Incorrect","1",205,0.8664511567933,"Strong","Experiment2"
"2841","0.9",561,0,"Incorrect","1",205,0.935041385253489,"Strong","Experiment2"
"2843","0.1",563,0,"Incorrect","1",205,0.0966193043348147,"Strong","Experiment2"
"2844","0.7",564,0,"Incorrect","1",205,0.734715840171769,"Weak","Experiment2"
"2845","0.1",565,0,"Correct","1",205,0.154030854774658,"Strong","Experiment2"
"28481","0.7",568,0,"Incorrect","1",205,0.706844685027652,"Weak","Experiment2"
"3091","0.9",241,0,"Incorrect","1",206,0.930589558840056,"Strong","Experiment2"
"3096","0.7",246,1,"Incorrect","1",206,0.677087177755857,"Weak","Experiment2"
"3097","0.5",247,0,"Correct","1",206,0.533077172472275,"Flat","Experiment2"
"3101","0.5",251,1,"Incorrect","1",206,0.423429178869351,"Flat","Experiment2"
"3102","0.9",252,0,"Incorrect","1",206,0.883120232576058,"Strong","Experiment2"
"3106","0.9",256,1,"Incorrect","1",206,0.841075055115044,"Strong","Experiment2"
"3107","0.1",257,1,"Incorrect","1",206,0.208435490936818,"Strong","Experiment2"
"31151","0.1",265,0,"Correct","1",206,0.075932909405903,"Strong","Experiment2"
"3121","0.7",271,0,"Incorrect","1",206,0.658584654796882,"Weak","Experiment2"
"3123","0.3",273,1,"Correct","1",206,0.247499194032234,"Weak","Experiment2"
"3127","0.3",277,1,"Correct","1",206,0.232929958897498,"Weak","Experiment2"
"3132","0.5",282,0,"Correct","1",206,0.472164365518115,"Flat","Experiment2"
"31411","0.7",291,0,"Incorrect","1",206,0.642196348441739,"Weak","Experiment2"
"3143","0.9",293,0,"Incorrect","1",206,0.886371498358948,"Strong","Experiment2"
"31461","0.7",296,0,"Incorrect","1",206,0.8058309377557,"Weak","Experiment2"
"3147","0.1",297,0,"Correct","1",206,0.046735030309436,"Strong","Experiment2"
"3148","0.1",298,0,"Correct","1",206,0.156045189523477,"Strong","Experiment2"
"3149","0.7",299,1,"Correct","1",206,0.604392954213725,"Weak","Experiment2"
"31511","0.5",301,0,"Correct","1",206,0.555629962016465,"Flat","Experiment2"
"31631","0.3",313,1,"Correct","1",206,0.24160493554851,"Weak","Experiment2"
"3165","0.9",315,0,"Incorrect","1",206,0.971235620034676,"Strong","Experiment2"
"31721","0.7",322,0,"Incorrect","1",206,0.568814886583451,"Weak","Experiment2"
"3173","0.7",323,0,"Incorrect","1",206,0.535331149946746,"Weak","Experiment2"
"3189","0.9",339,0,"Incorrect","1",206,0.94028420719721,"Strong","Experiment2"
"31911","0.5",341,1,"Correct","1",206,0.568970450179739,"Flat","Experiment2"
"3192","0.1",342,1,"Correct","1",206,0.108292891588971,"Strong","Experiment2"
"3195","0.9",345,1,"Incorrect","1",206,0.924652453110354,"Strong","Experiment2"
"3199","0.3",349,0,"Correct","1",206,0.413614052945935,"Weak","Experiment2"
"3202","0.1",352,1,"Correct","1",206,0.0959186532225553,"Strong","Experiment2"
"32051","0.1",355,1,"Correct","1",206,0.10818213975287,"Strong","Experiment2"
"3208","0.1",358,0,"Correct","1",206,0.095820556599547,"Strong","Experiment2"
"3210","0.3",360,1,"Correct","1",206,0.389266335710074,"Weak","Experiment2"
"3211","0.7",361,1,"Incorrect","1",206,0.633648133959909,"Weak","Experiment2"
"32151","0.1",365,1,"Correct","1",206,0.0848714869942603,"Strong","Experiment2"
"32161","0.7",366,1,"Incorrect","1",206,0.810455125106634,"Weak","Experiment2"
"3219","0.3",369,1,"Incorrect","1",206,0.403652062884958,"Weak","Experiment2"
"3220","0.7",370,0,"Incorrect","1",206,0.776713127545559,"Weak","Experiment2"
"3221","0.9",371,0,"Incorrect","1",206,0.933348114667215,"Strong","Experiment2"
"3223","0.5",373,1,"Correct","1",206,0.535477556169323,"Flat","Experiment2"
"3225","0.1",375,0,"Correct","1",206,0.0751735281054603,"Strong","Experiment2"
"32271","0.9",377,0,"Incorrect","1",206,0.933416279978639,"Strong","Experiment2"
"3234","0.9",384,0,"Incorrect","1",206,0.892356790549792,"Strong","Experiment2"
"3235","0.3",385,1,"Correct","1",206,0.357528196674126,"Weak","Experiment2"
"3237","0.3",387,1,"Correct","1",206,0.269008702910072,"Weak","Experiment2"
"3238","0.9",388,1,"Incorrect","1",206,0.898639815594061,"Strong","Experiment2"
"3243","0.9",393,0,"Incorrect","1",206,0.863367331616786,"Strong","Experiment2"
"3244","0.5",394,0,"Incorrect","1",206,0.466843745780792,"Flat","Experiment2"
"3247","0.1",397,0,"Correct","1",206,0.187455466862048,"Strong","Experiment2"
"32571","0.5",407,0,"Correct","1",206,0.525389691813576,"Flat","Experiment2"
"32611","0.3",411,1,"Correct","1",206,0.316674738395882,"Weak","Experiment2"
"3262","0.5",412,1,"Correct","1",206,0.448024025985868,"Flat","Experiment2"
"3268","0.7",418,1,"Incorrect","1",206,0.76172995189549,"Weak","Experiment2"
"3270","0.9",420,1,"Incorrect","1",206,0.877408872958644,"Strong","Experiment2"
"3272","0.1",422,1,"Correct","1",206,0.0773404462853664,"Strong","Experiment2"
"3273","0.3",423,0,"Correct","1",206,0.298033430318251,"Weak","Experiment2"
"32741","0.3",424,0,"Correct","1",206,0.280489457533625,"Weak","Experiment2"
"32781","0.9",428,1,"Incorrect","1",206,0.845669341020843,"Strong","Experiment2"
"3280","0.3",430,1,"Correct","1",206,0.263978224535066,"Weak","Experiment2"
"3283","0.5",433,0,"Correct","1",206,0.54430427630752,"Flat","Experiment2"
"32851","0.3",435,1,"Correct","1",206,0.28310988211581,"Weak","Experiment2"
"32891","0.5",439,0,"Incorrect","1",206,0.465355305563787,"Flat","Experiment2"
"3292","0.7",442,1,"Incorrect","1",206,0.733555604241188,"Weak","Experiment2"
"32931","0.5",443,0,"Incorrect","1",206,0.562038201289704,"Flat","Experiment2"
"3294","0.5",444,0,"Incorrect","1",206,0.528953379574175,"Flat","Experiment2"
"3298","0.9",448,1,"Incorrect","1",206,0.858167041342434,"Strong","Experiment2"
"32991","0.3",449,1,"Correct","1",206,0.233814384360419,"Weak","Experiment2"
"33071","0.3",457,1,"Correct","1",206,0.309625724588516,"Weak","Experiment2"
"33171","0.7",467,0,"Incorrect","1",206,0.805093685821372,"Weak","Experiment2"
"33181","0.5",468,1,"Correct","1",206,0.534559792007299,"Flat","Experiment2"
"33251","0.7",475,0,"Incorrect","1",206,0.741897792475377,"Weak","Experiment2"
"3331","0.5",481,0,"Correct","1",206,0.473477571463162,"Flat","Experiment2"
"3334","0.7",484,1,"Incorrect","1",206,0.698225394159982,"Weak","Experiment2"
"33361","0.9",486,1,"Incorrect","1",206,0.895140692915177,"Strong","Experiment2"
"3340","0.9",490,1,"Incorrect","1",206,0.974050154742403,"Strong","Experiment2"
